순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"2,553,000","-7,000","-0.3","178,104","456,126,647,694","2,589,000","2,589,000","2,553,000","327,770,719,182,000","16.88","128,386,494","67,247,235","52.38",2312
2,000660,SK하이닉스,"88,400","-1,200","-1.3","2,942,484","261,699,794,700","89,600","90,300","88,000","64,355,409,066,000","3.31","728,002,365","364,505,469","50.07",
3,068270,셀트리온,"311,500","-11,000","-3.4","1,229,495","388,753,900,000","323,000","324,500","311,000","38,210,591,076,000","1.97","122,666,424","28,382,543","23.14",
4,005935,삼성전자우,"2,106,000","6,000","0.3","38,844","81,964,316,530","2,117,000","2,120,000","2,101,000","38,060,853,480,000","1.96","18,072,580","15,045,654","83.25",
5,005380,현대차,"154,500","2,000","1.3","277,076","42,695,257,000","152,500","155,000","152,500","34,032,716,005,500","1.75","220,276,479","101,760,741","46.20",
6,207940,삼성바이오로직스,"460,500","-1,500","-0.3","119,432","55,051,484,000","461,500","464,000","457,500","30,468,982,500,000","1.57","66,165,000","6,640,031","10.04",
7,005490,POSCO,"345,500","5,000","1.5","186,907","64,251,740,000","339,500","346,000","339,000","30,123,051,492,500","1.55","87,186,835","50,184,399","57.56",
8,051910,LG화학,"410,000","3,500","0.9","169,621","69,866,467,500","417,000","417,500","408,000","28,942,860,630,000","1.49","70,592,343","28,573,408","40.48",
9,105560,KB금융,"63,000","-600","-0.9","721,071","45,676,921,950","62,700","63,900","62,700","26,341,026,831,000","1.36","418,111,537","290,872,645","69.57",
10,035420,NAVER,"794,000","-1,000","-0.1","84,913","67,548,299,000","795,000","798,000","792,000","26,172,367,126,000","1.35","32,962,679","19,453,723","59.02",
11,028260,삼성물산,"133,500","-500","-0.4","168,638","22,478,040,000","133,500","134,000","132,500","25,323,620,740,500","1.30","189,690,043","18,985,888","10.01",
12,032830,삼성생명,"118,000","1,000","0.8","168,278","19,865,977,000","116,500","119,000","116,000","23,600,000,000,000","1.22","200,000,000","32,346,169","16.17",
13,012330,현대모비스,"236,500","3,000","1.3","186,908","44,089,332,770","232,000","237,500","232,000","23,021,823,599,500","1.19","97,343,863","46,482,645","47.75",
14,034730,SK,"308,000","-2,000","-0.6","90,224","27,602,809,500","310,500","311,500","302,000","21,670,971,476,000","1.12","70,360,297","17,036,580","24.21",
15,055550,신한지주,"45,400","350","0.8","1,051,614","47,896,405,912","45,000","45,800","45,000","21,528,661,249,800","1.11","474,199,587","327,300,356","69.02",
16,015760,한국전력,"31,650","0","0.0","1,046,251","33,155,401,640","31,600","31,950","31,550","20,318,163,037,050","1.05","641,964,077","195,324,824","30.43",
17,018260,삼성에스디에스,"255,500","-3,000","-1.2","108,701","27,889,716,000","258,500","260,000","254,000","19,770,027,900,000","1.02","77,377,800","8,404,810","10.86",
18,096770,SK이노베이션,"212,000","500","0.2","217,243","45,554,518,500","209,500","212,000","205,000","19,602,699,568,000","1.01","92,465,564","38,805,495","41.97",
19,017670,SK텔레콤,"230,000","-2,500","-1.1","251,698","58,179,230,500","231,500","234,000","230,000","18,571,513,530,000","0.96","80,745,711","32,646,841","40.43",
20,066570,LG전자,"112,500","2,500","2.3","575,722","64,218,801,000","109,500","112,500","109,500","18,410,379,075,000","0.95","163,647,814","56,867,336","34.75",
21,051900,LG생활건강,"1,150,000","-3,000","-0.3","19,575","22,514,275,000","1,150,000","1,157,000","1,143,000","17,960,926,550,000","0.92","15,618,197","7,203,447","46.12",
22,090430,아모레퍼시픽,"299,500","-1,000","-0.3","79,681","23,899,951,000","297,500","303,000","297,000","17,508,317,755,000","0.90","58,458,490","19,379,083","33.15",
23,003550,LG,"88,600","-700","-0.8","188,787","16,782,969,800","88,500","90,200","88,500","15,288,561,806,600","0.79","172,557,131","56,112,320","32.52",
24,091990,셀트리온헬스케어,"109,500","-3,500","-3.1","1,057,290","117,820,207,300","113,700","114,000","109,000","15,058,934,940,000","0.78","137,524,520","46,039,122","33.48",
25,011170,롯데케미칼,"435,500","-500","-0.1","74,662","32,490,432,750","436,000","438,000","431,000","14,926,944,974,500","0.77","34,275,419","11,286,131","32.93",
26,086790,하나금융지주,"47,600","-100","-0.2","655,898","31,303,450,912","47,500","48,050","47,300","14,291,522,151,200","0.74","300,242,062","219,718,160","73.18",
27,006400,삼성SDI,"204,500","-4,000","-1.9","364,147","74,492,571,270","208,000","208,000","203,000","14,062,346,385,000","0.72","68,764,530","28,283,790","41.13",
