순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"45,850","1,800","4.1","12,446,344","567,635,309,851","45,000","45,850","44,900","294,326,037,495,000","16.04","6,419,324,700","3,364,607,625","52.41",2339
2,000660,SK하이닉스,"77,700","3,200","4.3","4,124,842","318,001,235,108","76,100","77,800","76,000","56,565,783,760,500","3.08","728,002,365","356,454,016","48.96",
3,068270,셀트리온,"291,000","-2,500","-0.8","719,514","210,104,753,000","292,500","296,500","288,500","36,490,207,773,000","1.99","125,395,903","27,865,350","22.22",
4,005935,삼성전자우,"36,650","1,550","4.4","704,944","25,623,036,600","35,800","36,650","35,750","33,118,002,850,000","1.80","903,629,000","760,207,097","84.13",
5,207940,삼성바이오로직스,"471,000","2,000","0.4","104,817","49,445,206,000","469,500","474,500","467,500","31,163,715,000,000","1.70","66,165,000","6,512,393","9.84",
6,005380,현대차,"129,500","1,000","0.8","259,936","33,702,697,000","129,500","131,000","129,000","27,670,030,216,500","1.51","213,668,187","98,626,189","46.16",
7,005490,POSCO,"294,000","1,000","0.3","596,854","177,043,095,000","293,500","298,000","293,500","25,632,929,490,000","1.40","87,186,835","48,379,568","55.49",
8,051910,LG화학,"352,000","2,000","0.6","167,126","58,776,768,000","348,500","356,000","348,500","24,848,504,736,000","1.35","70,592,343","26,559,089","37.62",
9,035420,NAVER,"730,000","7,000","1.0","73,168","53,349,331,000","726,000","733,000","724,000","24,062,755,670,000","1.31","32,962,679","20,054,705","60.84",
10,028260,삼성물산,"125,500","1,500","1.2","445,182","56,027,914,000","124,000","126,500","124,000","23,806,100,396,500","1.30","189,690,043","22,625,605","11.93",
11,017670,SK텔레콤,"277,000","1,000","0.4","169,510","47,230,492,000","277,000","280,500","276,000","22,366,561,947,000","1.22","80,745,711","34,461,897","42.68",
12,012330,현대모비스,"226,500","5,500","2.5","114,740","25,791,475,500","220,500","226,500","220,500","22,048,384,969,500","1.20","97,343,863","47,226,759","48.52",
13,105560,KB금융,"51,100","-1,100","-2.1","1,228,435","63,297,004,644","52,100","52,100","51,100","21,365,499,540,700","1.16","418,111,537","293,738,491","70.25",
14,055550,신한지주,"42,750","-450","-1.0","2,656,021","113,826,593,700","43,200","43,350","42,700","20,272,032,344,250","1.10","474,199,587","328,461,834","69.27",
15,034730,SK,"280,500","2,500","0.9","86,977","24,336,559,000","281,000","281,500","276,500","19,736,063,308,500","1.08","70,360,297","17,996,689","25.58",
16,051900,LG생활건강,"1,243,000","61,000","5.2","35,288","43,141,406,000","1,188,000","1,245,000","1,185,000","19,413,418,871,000","1.06","15,618,197","7,177,875","45.96",
17,015760,한국전력,"29,900","-50","-0.2","1,315,620","39,418,004,400","30,050","30,150","29,900","19,194,725,902,300","1.05","641,964,077","179,410,245","27.95",
18,096770,SK이노베이션,"203,500","2,000","1.0","137,555","27,854,075,500","201,500","203,500","200,000","18,816,742,274,000","1.03","92,465,564","36,912,782","39.92",
19,018260,삼성에스디에스,"242,500","-2,000","-0.8","88,801","21,590,075,000","246,500","247,500","241,000","18,764,116,500,000","1.02","77,377,800","9,627,933","12.44",
20,032830,삼성생명,"92,000","400","0.4","233,894","21,493,843,200","91,800","92,700","91,500","18,400,000,000,000","1.00","200,000,000","32,406,957","16.20",
21,006400,삼성SDI,"245,000","6,500","2.7","251,884","61,678,633,000","242,000","248,000","241,500","16,847,309,850,000","0.92","68,764,530","26,415,142","38.41",
22,090430,아모레퍼시픽,"268,500","9,500","3.7","202,783","53,918,271,500","262,000","268,500","260,000","15,696,104,565,000","0.86","58,458,490","20,356,174","34.82",
23,010950,S-Oil,"129,000","500","0.4","183,126","23,565,138,000","128,500","129,500","126,500","14,523,180,168,000","0.79","112,582,792","87,584,435","77.80",
24,033780,KT&G,"103,500","1,000","1.0","153,301","15,817,249,000","103,000","103,500","102,500","14,209,773,439,500","0.77","137,292,497","74,134,324","54.00",
25,000270,기아차,"34,050","-100","-0.3","755,918","25,674,934,400","34,350","34,350","33,700","13,802,621,965,350","0.75","405,363,347","164,000,466","40.46",
26,091990,셀트리온헬스케어,"97,300","-400","-0.4","748,473","73,239,539,500","97,800","99,500","96,100","13,672,746,717,700","0.74","140,521,549","46,115,096","32.82",
27,086790,하나금융지주,"43,100","-700","-1.6","713,208","30,848,411,400","43,400","43,550","43,050","12,940,432,872,200","0.71","300,242,062","214,461,917","71.43",
28,003550,LG,"72,200","800","1.1","225,968","16,310,731,000","72,000","73,000","71,400","12,458,624,858,200","0.68","172,557,131","59,406,560","34.43",
29,000810,삼성화재,"258,500","500","0.2","86,161","22,312,746,638","257,500","260,000","257,500","12,246,395,364,500","0.67","47,374,837","23,800,933","50.24",
30,066570,LG전자,"72,100","600","0.8","809,166","58,414,338,300","72,100","72,800","71,700","11,799,007,389,400","0.64","163,647,814","51,291,571","31.34",
31,009150,삼성전기,"152,000","7,000","4.8","873,332","131,329,764,500","148,000","152,000","147,500","11,353,441,792,000","0.62","74,693,696","22,294,700","29.85",
32,000030,우리은행,"16,300","-200","-1.2","668,998","10,919,754,300","16,450","16,500","16,200","11,018,800,000,000","0.60","676,000,000","186,317,210","27.56",
33,011170,롯데케미칼,"290,500","4,500","1.6","120,057","34,822,787,000","285,000","293,000","285,000","9,957,009,219,500","0.54","34,275,419","10,473,797","30.56",
34,251270,넷마블,"116,000","-1,000","-0.8","203,328","23,686,286,000","117,500","118,000","115,000","9,884,865,876,000","0.54","85,214,361","21,433,990","25.15",
35,036570,엔씨소프트,"432,500","-2,500","-0.6","78,789","34,081,439,000","430,500","436,000","429,000","9,488,627,015,000","0.52","21,939,022","10,978,189","50.04",
