순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"46,250","-250","-0.5","8,033,607","371,441,937,700","46,200","46,450","46,000","296,893,767,375,000","16.50","6,419,324,700","3,368,203,304","52.47",2326
2,000660,SK하이닉스,"86,300","400","0.5","2,804,543","240,318,801,400","85,200","86,300","84,500","62,826,604,099,500","3.49","728,002,365","372,121,272","51.12",
3,005935,삼성전자우,"38,250","-100","-0.3","1,715,775","64,990,661,200","37,900","38,250","37,250","34,563,809,250,000","1.92","903,629,000","759,707,763","84.07",
4,068270,셀트리온,"271,500","13,500","5.2","725,339","193,637,344,000","257,000","273,000","256,500","34,044,987,664,500","1.89","125,395,903","27,872,389","22.23",
5,005490,POSCO,"330,500","2,000","0.6","186,869","61,808,409,873","326,500","334,000","325,000","28,815,248,967,500","1.60","87,186,835","50,152,237","57.52",
6,005380,현대차,"129,500","-1,000","-0.8","306,556","39,638,220,500","131,000","131,000","128,500","28,525,804,030,500","1.59","220,276,479","97,832,762","44.41",
7,051910,LG화학,"375,000","-2,000","-0.5","186,065","69,871,694,000","377,500","378,500","372,500","26,472,128,625,000","1.47","70,592,343","26,543,822","37.60",
8,207940,삼성바이오로직스,"373,000","2,000","0.5","118,185","43,984,677,000","371,500","375,000","369,500","24,679,545,000,000","1.37","66,165,000","6,402,676","9.68",
9,035420,NAVER,"716,000","-14,000","-1.9","123,684","88,642,746,000","726,000","728,000","712,000","23,601,278,164,000","1.31","32,962,679","19,849,045","60.22",
10,028260,삼성물산,"123,500","-500","-0.4","187,220","23,081,743,000","124,000","124,000","122,500","23,426,720,310,500","1.30","189,690,043","21,561,527","11.37",
11,105560,KB금융,"53,600","-300","-0.6","577,148","30,988,427,800","53,800","54,000","53,300","22,410,778,383,200","1.25","418,111,537","289,940,988","69.35",
12,012330,현대모비스,"228,000","-1,500","-0.6","98,193","22,434,465,295","231,000","231,000","227,500","22,194,400,764,000","1.23","97,343,863","47,299,877","48.59",
13,015760,한국전력,"33,300","400","1.2","995,820","33,015,881,630","33,150","33,300","32,700","21,377,403,764,100","1.19","641,964,077","182,765,545","28.47",
14,055550,신한지주,"43,550","-50","-0.1","1,317,645","57,368,490,050","43,900","43,900","43,100","20,651,392,013,850","1.15","474,199,587","329,105,388","69.40",
15,017670,SK텔레콤,"250,500","5,500","2.2","218,443","54,615,756,592","247,000","252,000","246,500","20,226,800,605,500","1.12","80,745,711","33,654,199","41.68",
16,032830,삼성생명,"96,300","300","0.3","141,838","13,640,692,900","96,300","96,600","95,600","19,260,000,000,000","1.07","200,000,000","32,142,653","16.07",
17,051900,LG생활건강,"1,210,000","-27,000","-2.2","50,284","61,272,572,000","1,251,000","1,255,000","1,210,000","18,898,018,370,000","1.05","15,618,197","7,241,805","46.37",
18,034730,SK,"263,500","0","0.0","72,791","19,112,181,500","263,500","264,000","260,500","18,539,938,259,500","1.03","70,360,297","17,789,610","25.28",
19,096770,SK이노베이션,"198,500","-5,500","-2.7","204,133","40,669,294,000","203,500","204,000","196,500","18,354,414,454,000","1.02","92,465,564","37,258,291","40.29",
20,018260,삼성에스디에스,"209,500","2,500","1.2","112,949","23,747,408,000","209,000","213,500","207,500","16,210,649,100,000","0.90","77,377,800","9,232,260","11.93",
21,006400,삼성SDI,"229,000","1,000","0.4","324,057","74,462,429,500","227,500","233,000","224,500","15,747,077,370,000","0.88","68,764,530","26,411,617","38.41",
22,090430,아모레퍼시픽,"267,500","2,500","0.9","153,242","40,994,581,000","263,000","268,500","263,000","15,637,646,075,000","0.87","58,458,490","20,286,551","34.70",
23,033780,KT&G,"110,500","1,000","0.9","180,417","19,838,813,500","110,000","110,500","109,000","15,170,820,918,500","0.84","137,292,497","74,099,509","53.97",
24,086790,하나금융지주,"44,900","-150","-0.3","1,119,626","50,341,127,300","44,400","45,300","44,400","13,480,868,583,800","0.75","300,242,062","214,323,491","71.38",
25,010950,S-Oil,"117,500","500","0.4","188,601","22,001,166,000","117,000","118,000","115,000","13,228,478,060,000","0.74","112,582,792","86,390,605","76.74",
26,003550,LG,"75,400","-700","-0.9","218,020","16,468,518,900","76,100","76,200","74,300","13,010,807,677,400","0.72","172,557,131","58,728,840","34.03",
27,000810,삼성화재,"273,000","-2,000","-0.7","68,152","18,632,095,500","277,500","277,500","271,500","12,933,330,501,000","0.72","47,374,837","23,986,985","50.63",
28,000270,기아차,"31,700","0","0.0","636,196","20,154,298,154","31,800","31,950","31,500","12,850,018,099,900","0.71","405,363,347","159,971,685","39.46",
29,091990,셀트리온헬스케어,"91,300","6,400","7.5","1,056,229","93,644,182,500","85,000","91,500","84,900","12,829,131,251,200","0.71","140,516,224","46,029,828","32.76",
30,011170,롯데케미칼,"359,500","5,500","1.6","118,695","42,605,137,500","355,500","362,000","351,500","12,322,013,130,500","0.68","34,275,419","10,886,796","31.76",
31,251270,넷마블,"144,500","3,500","2.5","170,296","24,598,323,500","141,000","147,000","140,500","12,312,869,131,500","0.68","85,210,167","22,352,252","26.23",
32,066570,LG전자,"74,800","-400","-0.5","725,430","54,429,481,400","75,400","75,600","74,800","12,240,856,487,200","0.68","163,647,814","55,674,627","34.02",
33,009150,삼성전기,"153,500","500","0.3","1,129,745","170,999,123,500","154,500","156,500","147,000","11,465,482,336,000","0.64","74,693,696","22,833,801","30.57",
34,000030,우리은행,"16,900","100","0.6","1,297,544","21,886,763,750","16,850","17,000","16,650","11,424,400,000,000","0.63","676,000,000","180,564,567","26.71",
35,024110,기업은행,"15,650","0","0.0","878,650","13,751,692,350","15,650","15,750","15,550","8,763,668,454,750","0.49","559,978,815","134,101,448","23.95",
36,035720,카카오,"112,500","-4,000","-3.4","654,749","74,030,059,500","115,000","116,000","111,500","8,582,132,475,000","0.48","76,285,622","18,929,397","24.81",
37,036570,엔씨소프트,"385,500","-2,000","-0.5","46,116","17,748,945,000","388,500","388,500","382,500","8,457,492,981,000","0.47","21,939,022","11,015,209","50.21",
38,002790,아모레G,"95,800","-600","-0.6","146,168","14,039,187,200","96,500","97,100","95,500","7,899,493,644,000","0.44","82,458,180","16,895,918","20.49",
39,010130,고려아연,"412,500","8,000","2.0","56,259","23,239,330,500","406,500","415,000","405,000","7,783,875,000,000","0.43","18,870,000","4,552,253","24.12",
40,034220,LG디스플레이,"21,250","0","0.0","1,631,513","34,547,386,000","21,100","21,500","20,800","7,603,583,625,000","0.42","357,815,700","88,128,206","24.63",
41,030200,KT,"28,500","450","1.6","658,503","18,754,354,975","28,200","28,650","28,150","7,441,686,528,000","0.41","261,111,808","127,944,786","49.00",
42,009540,현대중공업,"106,500","-1,000","-0.9","171,092","18,411,357,300","108,000","109,500","105,500","7,366,117,869,000","0.41","69,165,426","10,710,559","15.49",
43,004020,현대제철,"53,700","-100","-0.2","385,242","20,639,467,672","54,000","54,100","52,700","7,166,038,654,500","0.40","133,445,785","32,078,469","24.04",
44,021240,코웨이,"93,800","-500","-0.5","85,535","8,018,169,600","94,800","94,800","92,600","6,922,404,262,200","0.38","73,799,619","44,402,725","60.17",
45,032640,LG유플러스,"15,400","-100","-0.6","1,056,326","16,395,525,200","15,450","15,650","15,400","6,723,814,959,400","0.37","436,611,361","159,540,882","36.54",
46,000720,현대건설,"58,500","-300","-0.5","1,302,091","75,906,322,200","59,400","59,800","57,200","6,514,312,252,500","0.36","111,355,765","23,769,462","21.35",
47,004990,롯데지주,"52,600","1,100","2.1","86,996","4,534,642,600","51,700","52,800","51,300","6,131,384,066,200","0.34","116,566,237","14,671,119","12.59",
48,139480,이마트,"218,500","-4,000","-1.8","75,971","16,773,516,000","222,500","225,000","218,000","6,090,866,451,500","0.34","27,875,819","13,671,996","49.05",
49,023530,롯데쇼핑,"206,000","0","0.0","47,081","9,675,718,500","206,500","206,500","204,000","5,793,141,682,000","0.32","28,122,047","5,702,484","20.28",
50,018880,한온시스템,"10,700","-100","-0.9","995,508","10,664,028,350","10,850","10,900","10,600","5,711,660,000,000","0.32","533,800,000","105,877,849","19.83",
51,035250,강원랜드,"26,000","-350","-1.3","294,474","7,689,362,300","26,150","26,450","26,000","5,562,453,000,000","0.31","213,940,500","58,418,205","27.31",
52,161390,한국타이어,"44,400","0","0.0","217,588","9,653,328,000","44,500","44,600","43,950","5,500,053,063,600","0.31","123,875,069","50,980,016","41.15",
53,267250,현대중공업지주,"335,500","9,500","2.9","90,125","30,463,132,000","326,000","344,000","326,000","5,464,160,003,500","0.30","16,286,617","3,401,578","20.89",
54,036460,한국가스공사,"58,300","500","0.9","145,132","8,412,042,700","58,200","58,300","57,200","5,381,847,900,000","0.30","92,313,000","12,831,227","13.90",
55,006800,미래에셋대우,"8,140","-20","-0.2","864,541","7,032,691,980","8,140","8,180","8,090","5,358,695,561,120","0.30","658,316,408","78,283,127","11.89",
56,271560,오리온,"133,500","-4,500","-3.3","70,446","9,427,141,000","138,500","138,500","132,500","5,277,722,383,500","0.29","39,533,501","16,337,557","41.33",
57,086280,현대글로비스,"137,000","-2,500","-1.8","88,720","12,160,114,500","140,000","140,000","135,500","5,137,500,000,000","0.29","37,500,000","12,333,015","32.89",
58,097950,CJ제일제당,"338,000","3,500","1.0","27,265","9,211,970,000","334,500","339,500","334,500","5,087,976,868,000","0.28","15,053,186","3,230,231","21.46",
59,035760,CJ ENM,"231,900","400","0.2","123,788","28,191,179,000","229,500","233,000","224,700","5,084,728,449,600","0.28","21,926,384","4,668,559","21.29",
60,078930,GS,"53,800","300","0.6","129,858","6,959,445,200","53,700","54,000","52,900","4,998,847,336,400","0.28","92,915,378","18,645,723","20.07",
61,128940,한미약품,"424,500","10,000","2.4","33,606","14,059,916,000","413,500","425,500","410,500","4,833,225,829,500","0.27","11,385,691","1,370,810","12.04",
62,005830,DB손해보험,"64,500","600","0.9","174,124","11,263,786,000","64,000","65,100","63,500","4,566,600,000,000","0.25","70,800,000","33,112,606","46.77",
63,088350,한화생명,"5,170","60","1.2","770,077","3,967,919,760","5,130","5,170","5,110","4,490,300,100,000","0.25","868,530,000","155,236,291","17.87",
64,008930,한미사이언스,"69,300","2,300","3.4","61,183","4,172,807,800","67,300","69,500","66,200","4,400,499,203,100","0.24","63,499,267","2,560,969","4.03",
65,029780,삼성카드,"35,400","-650","-1.8","309,550","10,991,597,500","36,150","36,150","35,400","4,101,404,741,400","0.23","115,858,891","14,775,151","12.75",
66,001040,CJ,"140,500","2,500","1.8","58,803","8,213,208,500","137,500","140,500","137,500","4,099,368,219,000","0.23","29,176,998","5,601,045","19.20",
67,010140,삼성중공업,"6,470","-30","-0.5","1,892,423","12,342,248,260","6,530","6,580","6,440","4,076,100,000,000","0.23","630,000,000","104,852,871","16.64",
68,086900,메디톡스,"717,800","-2,200","-0.3","20,611","14,683,144,300","712,000","719,300","702,500","4,060,260,823,000","0.23","5,656,535","2,882,992","50.97",
69,151910,나노스,"8,250","-50","-0.6","92,053","766,619,150","8,350","8,400","8,250","4,049,413,335,000","0.23","490,837,980","294,687","0.06",
70,071050,한국금융지주,"71,400","100","0.1","137,292","9,837,868,200","71,800","72,200","71,000","3,978,835,828,800","0.22","55,725,992","20,147,262","36.15",
71,008770,호텔신라,"99,800","200","0.2","482,759","47,620,809,400","100,000","100,500","95,700","3,916,962,475,800","0.22","39,248,121","13,570,613","34.58",
72,011070,LG이노텍,"163,000","0","0.0","136,360","22,076,905,000","162,500","164,000","160,000","3,857,738,441,000","0.21","23,667,107","6,253,470","26.42",
73,005940,NH투자증권,"13,000","-50","-0.4","667,500","8,670,255,050","13,050","13,100","12,900","3,658,315,531,000","0.20","281,408,887","40,232,676","14.30",
74,215600,신라젠,"52,200","2,000","4.0","1,991,424","102,152,966,500","49,900","52,700","49,750","3,627,745,122,600","0.20","69,497,033","5,616,348","8.08",
75,002380,KCC,"339,000","12,000","3.7","83,058","28,405,883,500","329,500","350,500","329,000","3,578,657,907,000","0.20","10,556,513","2,086,061","19.76",
76,006360,GS건설,"45,300","1,350","3.1","810,082","36,286,318,950","43,950","45,300","43,650","3,496,281,859,500","0.19","77,180,615","16,001,856","20.73",
77,079440,아이엔지생명,"42,200","750","1.8","63,839","2,665,796,350","41,500","42,200","41,000","3,460,400,000,000","0.19","82,000,000","30,867,538","37.64",
78,009830,한화케미칼,"21,150","100","0.5","558,114","11,768,480,000","21,050","21,250","20,800","3,449,784,833,100","0.19","163,110,394","42,733,022","26.20",
79,000120,CJ대한통운,"151,000","-3,000","-2.0","85,640","12,887,468,500","154,000","154,000","149,500","3,444,663,944,000","0.19","22,812,344","3,814,342","16.72",
80,011780,금호석유,"113,000","1,500","1.4","121,283","13,576,494,500","111,500","114,000","109,000","3,442,849,083,000","0.19","30,467,691","9,115,307","29.92",
81,047810,한국항공우주,"35,150","250","0.7","421,081","14,806,478,950","35,050","35,550","34,800","3,426,250,011,050","0.19","97,475,107","13,889,205","14.25",
82,241560,두산밥캣,"33,250","50","0.2","190,188","6,322,037,128","33,350","33,550","32,650","3,333,284,769,500","0.19","100,249,166","25,585,462","25.52",
83,028050,삼성엔지니어링,"17,000","350","2.1","1,288,994","21,745,857,450","16,500","17,000","16,350","3,332,000,000,000","0.19","196,000,000","51,346,415","26.20",
84,005387,현대차2우B,"87,700","-700","-0.8","49,743","4,366,214,000","88,700","88,700","87,500","3,298,735,960,500","0.18","37,613,865","29,223,802","77.69",
85,012750,에스원,"86,700","400","0.5","83,945","7,285,902,122","86,600","87,500","86,200","3,294,528,732,600","0.18","37,999,178","21,196,120","55.78",
86,001450,현대해상,"36,650","50","0.1","368,421","13,659,899,800","36,600","37,450","36,300","3,276,510,000,000","0.18","89,400,000","42,322,656","47.34",
87,004170,신세계,"332,000","6,000","1.8","64,056","21,088,114,500","321,500","333,500","316,500","3,268,600,092,000","0.18","9,845,181","3,261,422","33.13",
88,084990,바이로메드,"199,600","7,300","3.8","142,105","27,755,963,600","191,900","199,600","190,000","3,184,869,496,000","0.18","15,956,260","1,645,276","10.31",
89,088980,맥쿼리인프라,"9,050","40","0.4","301,945","2,731,802,110","9,010","9,080","8,990","3,158,851,240,800","0.18","349,044,336","80,595,061","23.09",
90,007310,오뚜기,"882,000","17,000","2.0","6,619","5,799,258,745","871,000","885,000","851,000","3,034,080,000,000","0.17","3,440,000","591,552","17.20",
91,138930,BNK금융지주,"8,970","50","0.6","745,131","6,666,245,490","8,950","8,990","8,880","2,923,639,156,620","0.16","325,935,246","179,684,690","55.13",
92,282330,BGF리테일,"169,000","4,500","2.7","51,778","8,828,271,588","166,500","173,500","166,000","2,920,980,114,000","0.16","17,283,906","5,746,234","33.25",
93,003670,포스코켐텍,"49,350","-1,650","-3.2","630,712","31,453,419,650","50,600","51,400","48,900","2,915,104,500,000","0.16","59,070,000","5,852,294","9.91",
94,016360,삼성증권,"32,500","100","0.3","174,487","5,675,106,750","32,350","32,700","32,250","2,902,250,000,000","0.16","89,300,000","21,758,797","24.37",
95,042660,대우조선해양,"26,350","450","1.7","511,087","13,581,997,800","26,100","26,800","25,900","2,824,871,565,200","0.16","107,205,752","6,106,628","5.70",
96,263750,펄어비스,"219,000","-1,900","-0.9","25,321","5,513,308,300","217,000","219,200","216,700","2,819,953,500,000","0.16","12,876,500","1,047,952","8.14",
97,003490,대한항공,"29,200","1,000","3.6","538,227","15,559,029,700","28,450","29,200","28,200","2,769,463,312,800","0.15","94,844,634","15,347,918","16.18",
98,028670,팬오션,"5,150","-30","-0.6","961,826","4,955,939,270","5,180","5,200","5,110","2,752,925,810,150","0.15","534,548,701","45,968,021","8.60",
99,000210,대림산업,"78,400","1,100","1.4","109,912","8,562,325,900","77,900","78,500","76,300","2,728,320,000,000","0.15","34,800,000","11,480,759","32.99",
100,000100,유한양행,"223,000","500","0.2","28,770","6,355,501,500","222,000","223,500","218,000","2,722,685,942,000","0.15","12,209,354","2,825,042","23.14",
101,003410,쌍용양회,"5,260","-160","-3.0","1,717,484","8,979,278,170","5,470","5,470","5,110","2,650,301,469,700","0.15","503,859,595","14,760,824","2.93",
102,253450,스튜디오드래곤,"94,500","-4,500","-4.6","510,868","48,149,507,200","98,100","98,200","92,200","2,649,519,180,000","0.15","28,037,240","712,502","2.54",
103,007070,GS리테일,"33,250","950","2.9","460,482","15,295,710,850","32,550","33,550","32,150","2,560,250,000,000","0.14","77,000,000","15,078,629","19.58",
104,026960,동서,"25,500","50","0.2","31,635","805,776,050","25,350","25,550","25,350","2,542,350,000,000","0.14","99,700,000","10,907,106","10.94",
105,294870,HDC현대산업개발,"57,500","-3,200","-5.3","286,973","16,887,523,800","60,600","61,100","57,500","2,526,447,650,000","0.14","43,938,220","14,866,900","33.84",
106,028300,에이치엘비,"68,100","4,700","7.4","1,130,933","74,450,155,300","63,000","68,100","62,700","2,505,260,688,900","0.14","36,787,969","4,568,379","12.42",
107,017800,현대엘리베이,"91,000","-3,800","-4.0","1,020,919","94,298,604,700","95,500","96,000","89,300","2,471,402,206,000","0.14","27,158,266","5,823,082","21.44",
108,020150,일진머티리얼즈,"53,100","-2,200","-4.0","846,701","45,150,654,400","54,500","55,800","51,900","2,448,485,338,500","0.14","46,110,835","2,225,086","4.83",
109,006260,LS,"75,000","1,000","1.4","38,269","2,867,925,900","74,000","75,600","73,800","2,415,000,000,000","0.13","32,200,000","5,813,039","18.05",
110,000880,한화,"32,150","0","0.0","237,121","7,654,588,050","32,300","32,900","31,950","2,409,923,330,250","0.13","74,958,735","19,135,251","25.53",
111,068760,셀트리온제약,"70,400","2,200","3.2","166,641","11,587,490,900","68,100","70,500","67,800","2,396,732,236,800","0.13","34,044,492","1,998,828","5.87",
112,047050,포스코대우,"19,150","400","2.1","368,957","7,055,482,250","18,850","19,400","18,650","2,362,634,103,350","0.13","123,375,149","13,266,621","10.75",
113,047040,대우건설,"5,680","60","1.1","779,044","4,417,380,130","5,660","5,720","5,590","2,360,736,583,840","0.13","415,622,638","48,020,184","11.55",
114,010060,OCI,"98,800","-1,700","-1.7","175,680","17,418,391,200","100,500","100,500","98,500","2,356,317,854,800","0.13","23,849,371","6,169,484","25.87",
115,030000,제일기획,"20,200","200","1.0","192,304","3,864,512,600","20,100","20,300","19,700","2,323,832,745,000","0.13","115,041,225","38,430,992","33.41",
116,064350,현대로템,"27,200","-1,050","-3.7","3,805,684","105,502,777,350","28,950","29,200","26,750","2,312,000,000,000","0.13","85,000,000","5,455,443","6.42",
117,069960,현대백화점,"98,400","1,800","1.9","83,986","8,164,951,000","97,000","98,400","95,300","2,302,800,194,400","0.13","23,402,441","6,612,069","28.25",
118,016170,카카오M,"90,300","-2,100","-2.3","32,960","2,968,337,100","92,000","92,400","88,800","2,283,840,961,500","0.13","25,291,705","2,894,418","11.44",
119,009240,한샘,"96,400","1,400","1.5","50,628","4,878,750,200","95,000","98,600","95,000","2,268,670,659,200","0.13","23,533,928","7,242,423","30.77",
120,950160,코오롱티슈진(Reg.S),"36,400","1,250","3.6","172,914","6,199,776,400","35,150","36,400","34,950","2,218,477,170,000","0.12","60,947,175","3,011,074","4.94",
121,010120,LS산전,"72,500","800","1.1","117,298","8,517,726,500","71,800","73,600","71,800","2,175,000,000,000","0.12","30,000,000","4,667,993","15.56",
122,008560,메리츠종금증권,"3,530","10","0.3","723,480","2,555,985,535","3,515","3,550","3,495","2,137,912,984,160","0.12","605,641,072","37,333,440","6.16",
123,069620,대웅제약,"183,000","2,000","1.1","31,621","5,764,646,000","181,000","184,500","179,500","2,120,343,225,000","0.12","11,586,575","464,586","4.01",
124,042670,두산인프라코어,"10,050","0","0.0","2,175,261","22,005,532,450","10,050","10,250","10,000","2,091,944,855,850","0.12","208,153,717","37,133,875","17.84",
125,000060,메리츠화재,"18,400","-250","-1.3","83,894","1,558,142,900","18,700","18,750","18,400","2,091,712,000,000","0.12","113,680,000","20,276,970","17.84",
126,006280,녹십자,"178,000","-4,000","-2.2","34,722","6,171,304,500","182,000","182,000","174,500","2,080,203,764,000","0.12","11,686,538","3,008,729","25.75",
127,145020,휴젤,"477,300","-700","-0.2","16,339","7,800,637,400","478,100","481,800","471,800","2,080,171,246,500","0.12","4,358,205","2,440,720","56.00",
128,005385,현대차우,"81,800","100","0.1","30,299","2,476,077,500","81,500","82,100","81,200","2,053,996,527,600","0.11","25,109,982","17,265,520","68.76",
129,039490,키움증권,"92,900","-1,800","-1.9","78,051","7,266,014,700","94,300","94,500","92,400","2,053,065,846,000","0.11","22,099,740","3,876,070","17.54",
130,000150,두산,"104,000","2,500","2.5","48,304","4,977,102,000","101,500","104,000","101,500","1,996,592,312,000","0.11","19,198,003","1,491,117","7.77",
131,204320,만도,"41,900","650","1.6","232,516","9,652,096,100","41,000","42,050","40,550","1,967,503,328,000","0.11","46,957,120","14,530,558","30.94",
132,078340,컴투스,"151,900","-200","-0.1","101,152","15,359,165,300","150,000","154,000","150,000","1,954,409,198,000","0.11","12,866,420","4,183,766","32.52",
133,081660,휠라코리아,"31,700","-1,150","-3.5","524,087","16,481,315,700","32,800","32,800","30,800","1,937,347,719,000","0.11","61,115,070","22,131,881","36.21",
134,036490,SK머티리얼즈,"181,300","2,300","1.3","29,075","5,207,382,000","177,700","181,400","176,000","1,912,293,114,900","0.11","10,547,673","947,491","8.98",
135,010620,현대미포조선,"93,500","800","0.9","95,076","8,867,404,400","92,800","93,800","91,600","1,870,000,000,000","0.10","20,000,000","2,049,421","10.25",
136,071840,롯데하이마트,"77,100","-500","-0.6","43,299","3,346,728,200","78,000","78,000","76,600","1,820,154,595,200","0.10","23,607,712","4,285,406","18.15",
137,073240,금호타이어,"6,240","110","1.8","428,177","2,638,235,740","6,150","6,240","6,070","1,792,504,190,880","0.10","287,260,287","12,041,632","4.19",
138,004370,농심,"294,000","2,500","0.9","15,385","4,530,259,000","293,500","295,500","291,500","1,788,296,748,000","0.10","6,082,642","1,390,602","22.86",
139,034020,두산중공업,"15,050","0","0.0","511,601","7,633,961,000","15,000","15,050","14,700","1,763,051,137,750","0.10","117,146,255","16,701,312","14.26",
140,138040,메리츠금융지주,"12,500","-250","-2.0","45,721","572,180,500","12,750","12,750","12,450","1,752,803,925,000","0.10","140,224,314","10,539,489","7.52",
141,018250,애경산업,"66,600","-3,400","-4.9","296,405","19,995,410,700","69,000","70,000","66,000","1,746,141,111,000","0.10","26,218,335","641,181","2.45",
142,000240,한국타이어월드와이드,"18,500","0","0.0","33,363","617,727,350","18,500","18,600","18,300","1,720,873,200,500","0.10","93,020,173","9,180,860","9.87",
143,051915,LG화학우,"216,000","-2,000","-0.9","7,754","1,674,998,500","216,000","218,500","212,500","1,660,780,800,000","0.09","7,688,800","5,311,703","69.08",
144,003240,태광산업,"1,464,000","43,000","3.0","716","1,045,135,000","1,444,000","1,475,000","1,415,000","1,630,017,600,000","0.09","1,113,400","108,026","9.70",
145,095700,제넥신,"79,800","900","1.1","118,976","9,373,208,100","78,900","80,600","77,400","1,629,203,503,200","0.09","20,416,084","973,085","4.77",
146,006650,대한유화,"249,500","2,500","1.0","27,762","6,878,035,500","247,500","250,500","243,500","1,621,750,000,000","0.09","6,500,000","534,094","8.22",
147,012510,더존비즈온,"54,300","-800","-1.4","79,805","4,343,762,600","55,100","55,300","54,200","1,611,227,610,000","0.09","29,672,700","11,788,713","39.73",
148,011790,SKC,"42,900","-1,150","-2.6","73,476","3,172,181,750","44,050","44,200","42,550","1,610,232,409,500","0.09","37,534,555","4,651,750","12.39",
149,034230,파라다이스,"17,600","-250","-1.4","301,397","5,302,741,900","17,700","17,750","17,550","1,600,591,027,200","0.09","90,942,672","3,809,392","4.19",
150,004000,롯데정밀화학,"61,500","1,400","2.3","79,718","4,850,486,100","60,500","61,500","59,700","1,586,700,000,000","0.09","25,800,000","6,104,872","23.66",
151,139130,DGB금융지주,"9,350","-200","-2.1","1,366,440","12,792,543,340","9,550","9,560","9,270","1,581,513,538,550","0.09","169,145,833","108,869,369","64.36",
152,120110,코오롱인더,"61,200","600","1.0","124,031","7,547,530,100","61,200","61,300","60,300","1,572,501,564,000","0.09","25,694,470","4,426,141","17.23",
153,051600,한전KPS,"34,450","-300","-0.9","64,518","2,231,737,800","34,750","35,000","34,300","1,550,250,000,000","0.09","45,000,000","8,775,333","19.50",
