순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"47,000","0","0.0","12,959,316","611,839,591,840","47,450","47,600","46,850","301,708,260,900,000","16.23","6,419,324,700","3,382,945,254","52.70",2314
2,000660,SK하이닉스,"87,800","3,700","4.4","4,183,210","363,766,830,550","85,800","88,100","85,000","63,918,607,647,000","3.44","728,002,365","367,528,964","50.48",
3,068270,셀트리온,"297,000","9,500","3.3","944,458","280,080,293,500","291,500","302,000","290,500","37,242,583,191,000","2.00","125,395,903","27,788,109","22.16",
4,005935,삼성전자우,"37,100","100","0.3","1,083,287","40,354,982,050","37,500","37,750","37,000","33,524,635,900,000","1.80","903,629,000","758,238,196","83.91",
5,005490,POSCO,"342,500","2,500","0.7","206,123","70,778,833,500","347,000","349,000","338,500","29,861,490,987,500","1.61","87,186,835","50,451,355","57.87",
6,005380,현대차,"129,500","-2,000","-1.5","595,333","77,342,423,593","130,500","131,500","129,000","28,525,804,030,500","1.53","220,276,479","98,432,239","44.69",
7,207940,삼성바이오로직스,"420,000","39,000","10.2","400,393","165,123,189,000","390,500","429,500","390,000","27,789,300,000,000","1.49","66,165,000","6,344,200","9.59",
8,051910,LG화학,"353,500","4,000","1.1","273,786","96,928,795,052","350,000","356,500","350,000","24,954,393,250,500","1.34","70,592,343","27,270,890","38.63",
9,051900,LG생활건강,"1,479,000","70,000","5.0","33,455","49,207,850,000","1,468,000","1,497,000","1,424,000","23,099,313,363,000","1.24","15,618,197","7,302,150","46.75",
10,105560,KB금융,"55,100","0","0.0","1,081,001","59,811,984,800","55,300","56,600","54,700","23,037,945,688,700","1.24","418,111,537","291,056,461","69.61",
11,035420,NAVER,"689,000","1,000","0.2","106,479","73,426,702,000","689,000","692,000","687,000","22,711,285,831,000","1.22","32,962,679","19,417,789","58.91",
