순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"2,650,000","0","0.0","0","0","0","0","0","340,224,209,100,000","17.33","128,386,494","66,834,177","52.06",2312
2,000660,SK하이닉스,"83,100","-1,400","-1.7","5,444,240","456,705,976,211","85,900","86,000","82,900","60,496,996,531,500","3.08","728,002,365","363,559,623","49.94",
3,005935,삼성전자우,"2,125,000","0","0.0","0","0","0","0","0","38,404,232,500,000","1.96","18,072,580","14,975,995","82.87",
4,005380,현대차,"160,000","0","0.0","377,086","60,120,692,000","159,000","160,500","157,000","35,244,236,640,000","1.80","220,276,479","102,632,928","46.59",
5,005490,POSCO,"372,500","0","0.0","310,219","115,499,098,500","371,000","380,500","363,000","32,477,096,037,500","1.65","87,186,835","50,264,983","57.65",
6,068270,셀트리온,"259,000","-12,000","-4.4","1,284,374","339,341,016,000","267,500","272,500","256,000","32,403,069,643,000","1.65","125,108,377","27,600,836","22.06",
7,207940,삼성바이오로직스,"404,000","-84,000","-17.2","2,332,526","968,638,926,500","410,500","445,500","391,500","26,730,660,000,000","1.36","66,165,000","6,565,340","9.92",
8,105560,KB금융,"60,700","-500","-0.8","774,626","47,037,674,996","60,800","61,200","60,300","25,379,370,295,900","1.29","418,111,537","292,115,478","69.87",
9,028260,삼성물산,"132,000","-8,000","-5.7","1,595,770","212,252,788,500","133,000","135,000","131,000","25,039,085,676,000","1.28","189,690,043","21,036,545","11.09",
10,035420,NAVER,"738,000","22,000","3.1","101,865","74,572,997,000","726,000","739,000","724,000","24,326,457,102,000","1.24","32,962,679","19,700,385","59.77",
11,015760,한국전력,"37,750","300","0.8","2,771,294","104,769,889,716","37,700","38,300","37,000","24,234,143,906,750","1.23","641,964,077","191,045,325","29.76",
12,051910,LG화학,"339,000","-21,000","-5.8","523,971","180,631,864,500","356,000","358,500","338,500","23,930,804,277,000","1.22","70,592,343","28,195,742","39.94",
13,012330,현대모비스,"243,500","-4,500","-1.8","329,216","81,625,499,823","245,000","255,500","243,000","23,703,230,640,500","1.21","97,343,863","46,496,780","47.77",
14,032830,삼성생명,"114,500","-2,500","-2.1","204,801","23,500,450,000","116,500","116,500","114,000","22,900,000,000,000","1.17","200,000,000","31,935,811","15.97",
15,055550,신한지주,"48,150","500","1.0","1,117,733","53,680,131,275","48,450","48,450","47,600","22,832,710,114,050","1.16","474,199,587","330,396,836","69.67",
16,051900,LG생활건강,"1,390,000","20,000","1.5","35,782","49,651,018,000","1,390,000","1,396,000","1,375,000","21,709,293,830,000","1.11","15,618,197","7,267,769","46.53",
17,034730,SK,"303,500","9,500","3.2","171,045","51,542,588,000","298,000","305,000","298,000","21,354,350,139,500","1.09","70,360,297","17,372,146","24.69",
18,090430,아모레퍼시픽,"351,500","2,500","0.7","160,226","56,145,841,000","348,500","355,500","347,000","20,548,159,235,000","1.05","58,458,490","19,910,476","34.06",
19,096770,SK이노베이션,"208,500","12,000","6.1","624,815","128,578,188,740","206,500","209,000","202,500","19,279,070,094,000","0.98","92,465,564","39,009,487","42.19",
20,017670,SK텔레콤,"228,500","0","0.0","155,263","35,319,630,500","228,500","228,500","226,000","18,450,394,963,500","0.94","80,745,711","32,895,626","40.74",
21,018260,삼성에스디에스,"230,500","-14,500","-5.9","236,708","54,901,842,500","241,000","243,000","227,500","17,835,582,900,000","0.91","77,377,800","8,696,347","11.24",
22,066570,LG전자,"101,500","-500","-0.5","767,053","77,603,168,000","102,500","103,000","100,000","16,610,253,121,000","0.85","163,647,814","56,839,719","34.73",
23,003550,LG,"81,600","500","0.6","302,001","24,527,049,212","81,400","81,600","80,500","14,080,661,889,600","0.72","172,557,131","57,698,885","33.44",
24,086790,하나금융지주,"46,850","-900","-1.9","983,556","46,478,567,850","47,850","48,100","46,700","14,066,340,604,700","0.72","300,242,062","216,853,946","72.23",
25,011170,롯데케미칼,"400,000","-14,000","-3.4","121,493","48,912,871,000","415,000","416,500","397,000","13,710,167,600,000","0.70","34,275,419","11,361,143","33.15",
26,000270,기아차,"33,050","-50","-0.2","1,411,592","46,491,953,800","32,800","33,350","32,500","13,397,258,618,350","0.68","405,363,347","155,847,893","38.45",
27,033780,KT&G,"97,400","-400","-0.4","220,107","21,429,978,900","97,800","97,900","97,100","13,372,289,207,800","0.68","137,292,497","73,435,711","53.49",
