순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"2,650,000","43,000","1.6","606,216","1,611,240,055,340","2,669,000","2,682,000","2,622,000","340,224,209,100,000","17.37","128,386,494","66,832,577","52.06",2312
2,000660,SK하이닉스,"87,100","600","0.7","4,961,867","434,696,346,800","88,500","88,800","86,800","63,409,005,991,500","3.24","728,002,365","363,329,429","49.91",
3,005935,삼성전자우,"2,125,000","16,000","0.8","46,275","98,918,836,430","2,155,000","2,175,000","2,112,000","38,404,232,500,000","1.96","18,072,580","14,975,995","82.87",
4,005380,현대차,"158,000","1,500","1.0","887,506","139,624,592,000","155,000","161,500","154,000","34,803,683,682,000","1.78","220,276,479","102,637,029","46.59",
5,068270,셀트리온,"276,500","19,500","7.6","1,351,327","364,299,832,000","265,500","278,000","260,000","34,592,466,240,500","1.77","125,108,377","27,910,082","22.31",
6,207940,삼성바이오로직스,"506,000","7,500","1.5","222,980","112,095,137,000","506,000","508,000","494,000","33,479,490,000,000","1.71","66,165,000","6,506,963","9.83",
7,005490,POSCO,"351,000","-7,500","-2.1","239,939","84,763,471,500","358,500","360,000","350,500","30,602,579,085,000","1.56","87,186,835","50,227,926","57.61",
8,028260,삼성물산,"140,500","1,000","0.7","536,121","75,246,849,000","139,000","141,500","138,500","26,651,451,041,500","1.36","189,690,043","20,984,562","11.06",
9,105560,KB금융,"59,900","-200","-0.3","1,002,918","60,439,040,000","60,000","61,400","59,800","25,044,881,066,300","1.28","418,111,537","291,830,927","69.80",
10,051910,LG화학,"354,500","1,000","0.3","156,968","55,922,024,500","354,000","360,000","354,000","25,024,985,593,500","1.28","70,592,343","28,284,486","40.07",
11,012330,현대모비스,"246,500","5,500","2.3","255,100","62,611,002,000","241,500","249,500","241,000","23,995,262,229,500","1.22","97,343,863","46,542,546","47.81",
12,035420,NAVER,"716,000","-9,000","-1.2","209,837","150,411,258,671","725,000","727,000","712,000","23,601,278,164,000","1.20","32,962,679","19,685,060","59.72",
13,015760,한국전력,"36,450","1,000","2.8","1,950,741","70,896,157,350","35,500","36,750","35,450","23,399,590,606,650","1.19","641,964,077","191,037,173","29.76",
14,032830,삼성생명,"116,500","-2,500","-2.1","212,599","24,792,082,000","118,500","119,500","115,500","23,300,000,000,000","1.19","200,000,000","31,945,419","15.97",
15,055550,신한지주,"47,200","150","0.3","1,013,073","48,062,895,000","47,600","48,000","47,050","22,382,220,506,400","1.14","474,199,587","329,832,511","69.56",
16,034730,SK,"294,500","-1,000","-0.3","82,046","24,180,541,500","294,500","296,500","293,500","20,721,107,466,500","1.06","70,360,297","17,348,526","24.66",
17,051900,LG생활건강,"1,297,000","41,000","3.3","40,382","51,809,677,000","1,256,000","1,300,000","1,251,000","20,256,801,509,000","1.03","15,618,197","7,250,814","46.43",
18,090430,아모레퍼시픽,"334,500","1,000","0.3","93,220","31,216,107,625","332,500","337,500","332,000","19,554,364,905,000","1.00","58,458,490","19,832,395","33.93",
19,018260,삼성에스디에스,"241,500","1,500","0.6","75,730","18,289,977,500","240,000","244,000","239,500","18,686,738,700,000","0.95","77,377,800","8,696,897","11.24",
