순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"46,700","900","2.0","9,058,174","421,267,477,875","46,300","46,750","45,900","299,782,463,490,000","16.60","6,419,324,700","3,372,278,357","52.53",2330
2,000660,SK하이닉스,"80,700","1,300","1.6","3,288,142","264,370,508,300","80,100","80,800","79,700","58,749,790,855,500","3.25","728,002,365","369,422,661","50.74",
3,005935,삼성전자우,"38,100","100","0.3","2,031,888","77,398,775,467","37,950","38,250","37,750","34,428,264,900,000","1.91","903,629,000","761,178,164","84.24",
4,068270,셀트리온,"274,500","500","0.2","1,103,726","298,243,777,500","271,500","278,000","262,500","34,421,175,373,500","1.91","125,395,903","28,012,308","22.34",
5,005490,POSCO,"332,000","1,500","0.4","193,751","64,013,358,500","329,000","335,000","325,000","28,946,029,220,000","1.60","87,186,835","50,076,544","57.44",
6,207940,삼성바이오로직스,"424,000","26,000","6.5","472,153","197,316,331,500","412,000","424,500","406,500","28,053,960,000,000","1.55","66,165,000","6,408,096","9.69",
7,051910,LG화학,"383,000","2,000","0.5","288,687","109,642,856,500","378,000","386,000","375,000","27,036,867,369,000","1.50","70,592,343","26,760,860","37.91",
8,005380,현대차,"125,000","500","0.4","285,278","35,595,922,617","124,000","126,000","123,500","26,708,523,375,000","1.48","213,668,187","98,021,352","45.88",
9,035420,NAVER,"744,000","9,000","1.2","64,837","48,217,353,000","742,000","754,000","736,000","24,524,233,176,000","1.36","32,962,679","19,904,267","60.38",
10,028260,삼성물산,"125,000","3,500","2.9","342,746","42,520,748,500","122,000","126,000","122,000","23,711,255,375,000","1.31","189,690,043","21,852,459","11.52",
11,105560,KB금융,"52,800","-300","-0.6","566,872","30,054,740,700","52,600","53,400","52,500","22,076,289,153,600","1.22","418,111,537","289,767,096","69.30",
12,012330,현대모비스,"224,500","-3,000","-1.3","90,197","20,243,379,500","228,000","228,000","223,000","21,853,697,243,500","1.21","97,343,863","47,335,771","48.63",
13,017670,SK텔레콤,"250,500","-9,000","-3.5","200,726","50,443,466,500","257,000","257,500","249,500","20,226,800,605,500","1.12","80,745,711","33,904,623","41.99",
14,055550,신한지주,"42,650","-350","-0.8","854,074","36,500,664,835","42,850","43,250","42,550","20,224,612,385,550","1.12","474,199,587","328,759,702","69.33",
15,032830,삼성생명,"98,400","-200","-0.2","127,913","12,534,271,600","98,000","98,600","97,300","19,680,000,000,000","1.09","200,000,000","32,189,912","16.09",
16,015760,한국전력,"30,450","-600","-1.9","2,366,249","72,135,962,650","30,950","31,100","30,250","19,547,806,144,650","1.08","641,964,077","182,532,771","28.43",
17,051900,LG생활건강,"1,240,000","-16,000","-1.3","23,798","29,468,782,000","1,246,000","1,256,000","1,228,000","19,366,564,280,000","1.07","15,618,197","7,235,342","46.33",
18,034730,SK,"264,000","2,000","0.8","46,309","12,099,460,000","259,000","264,000","258,500","18,575,118,408,000","1.03","70,360,297","17,849,851","25.37",
19,096770,SK이노베이션,"189,500","-1,000","-0.5","308,894","58,408,455,000","188,000","191,000","187,500","17,522,224,378,000","0.97","92,465,564","37,043,273","40.06",
20,018260,삼성에스디에스,"214,500","6,000","2.9","132,151","28,126,259,500","208,500","214,500","207,500","16,597,538,100,000","0.92","77,377,800","9,293,787","12.01",
21,090430,아모레퍼시픽,"277,000","4,500","1.6","106,024","29,225,057,000","271,500","278,000","270,500","16,193,001,730,000","0.90","58,458,490","20,278,147","34.69",
22,006400,삼성SDI,"226,500","1,500","0.7","168,539","37,885,367,500","223,000","227,000","223,000","15,575,166,045,000","0.86","68,764,530","26,443,378","38.45",
23,033780,KT&G,"106,000","500","0.5","219,821","23,399,598,500","105,000","107,500","105,000","14,553,004,682,000","0.81","137,292,497","74,186,766","54.04",
24,010950,S-Oil,"117,500","2,000","1.7","201,892","23,558,986,000","115,500","118,000","114,500","13,228,478,060,000","0.73","112,582,792","86,442,910","76.78",
25,086790,하나금융지주,"43,850","-250","-0.6","592,797","26,052,154,300","43,550","44,150","43,550","13,165,614,418,700","0.73","300,242,062","214,391,506","71.41",
26,000810,삼성화재,"277,000","1,000","0.4","67,567","18,677,499,000","274,000","279,000","273,500","13,122,829,849,000","0.73","47,374,837","23,980,140","50.62",
27,003550,LG,"75,200","600","0.8","198,611","14,827,709,300","74,600","75,300","74,000","12,976,296,251,200","0.72","172,557,131","58,989,993","34.19",
28,000270,기아차,"31,850","250","0.8","605,808","19,243,462,879","31,350","31,950","31,350","12,910,822,601,950","0.72","405,363,347","159,959,558","39.46",
29,091990,셀트리온헬스케어,"90,600","100","0.1","661,726","59,148,259,400","90,200","91,700","87,400","12,730,769,894,400","0.71","140,516,224","46,006,688","32.74",
30,066570,LG전자,"75,100","700","0.9","723,231","54,184,544,800","75,000","75,500","74,100","12,289,950,831,400","0.68","163,647,814","55,362,904","33.83",
31,251270,넷마블,"143,500","-1,000","-0.7","78,647","11,254,382,500","143,500","144,000","142,000","12,227,658,964,500","0.68","85,210,167","22,359,402","26.24",
32,011170,롯데케미칼,"347,500","13,000","3.9","250,807","86,158,499,500","338,000","350,500","335,000","11,910,708,102,500","0.66","34,275,419","10,719,978","31.28",
33,009150,삼성전기,"153,500","2,000","1.3","559,275","85,212,506,500","151,500","154,000","150,000","11,465,482,336,000","0.63","74,693,696","22,761,004","30.47",
34,000030,우리은행,"16,300","-350","-2.1","2,241,052","36,756,056,750","16,650","16,800","16,150","11,018,800,000,000","0.61","676,000,000","181,821,284","26.90",
35,035720,카카오,"120,000","6,500","5.7","742,353","87,032,891,500","114,000","120,000","113,000","9,154,274,640,000","0.51","76,285,622","18,834,244","24.69",
36,002790,아모레G,"102,500","1,000","1.0","86,195","8,782,662,500","101,000","103,000","100,500","8,451,963,450,000","0.47","82,458,180","16,956,315","20.56",
37,024110,기업은행,"14,900","-300","-2.0","1,511,381","22,615,084,830","15,200","15,250","14,850","8,343,684,343,500","0.46","559,978,815","132,561,857","23.67",
38,034220,LG디스플레이,"22,600","400","1.8","3,765,201","85,708,909,050","22,450","23,100","22,400","8,086,634,820,000","0.45","357,815,700","88,994,689","24.87",
39,036570,엔씨소프트,"364,000","-6,500","-1.8","76,964","28,011,909,880","368,500","369,000","362,500","7,985,804,008,000","0.44","21,939,022","11,012,130","50.19",
40,009540,현대중공업,"111,500","500","0.4","132,617","14,742,942,500","110,500","112,000","109,000","7,711,944,999,000","0.43","69,165,426","10,794,035","15.61",
41,010130,고려아연,"406,500","6,000","1.5","33,461","13,584,269,000","400,500","409,000","396,000","7,670,655,000,000","0.42","18,870,000","4,519,361","23.95",
42,030200,KT,"28,750","-850","-2.9","989,660","28,588,654,050","29,400","29,500","28,600","7,506,964,480,000","0.42","261,111,808","127,944,786","49.00",
43,004020,현대제철,"54,900","400","0.7","267,939","14,658,269,100","54,300","55,000","53,900","7,326,173,596,500","0.41","133,445,785","32,270,384","24.18",
44,021240,코웨이,"92,300","-1,000","-1.1","75,590","7,024,576,800","92,900","94,600","91,900","6,811,704,833,700","0.38","73,799,619","44,434,844","60.21",
45,032640,LG유플러스,"15,050","-1,100","-6.8","4,298,753","65,440,669,850","16,050","16,050","14,950","6,571,000,983,050","0.36","436,611,361","160,744,974","36.82",
46,000720,현대건설,"58,200","1,100","1.9","601,311","34,691,307,900","57,400","58,600","56,900","6,480,905,523,000","0.36","111,355,765","23,922,719","21.48",
47,139480,이마트,"221,000","-5,500","-2.4","112,997","25,265,756,750","225,500","230,000","220,500","6,160,555,999,000","0.34","27,875,819","13,562,549","48.65",
48,267250,현대중공업지주,"375,000","9,000","2.5","56,311","20,892,552,500","366,500","375,500","362,500","6,107,481,375,000","0.34","16,286,617","3,373,845","20.72",
49,004990,롯데지주,"51,400","-200","-0.4","80,978","4,151,410,000","51,400","51,600","51,100","5,991,504,581,800","0.33","116,566,237","14,661,782","12.58",
50,018880,한온시스템,"11,200","0","0.0","674,067","7,559,267,400","11,200","11,300","11,100","5,978,560,000,000","0.33","533,800,000","106,306,322","19.92",
51,023530,롯데쇼핑,"207,500","-2,000","-1.0","52,897","10,950,577,000","208,000","209,000","205,500","5,835,324,752,500","0.32","28,122,047","5,712,505","20.31",
52,161390,한국타이어,"45,300","1,100","2.5","300,156","13,490,499,900","44,000","45,300","43,850","5,611,540,625,700","0.31","123,875,069","51,109,377","41.26",
53,035250,강원랜드,"26,150","150","0.6","230,538","6,008,694,950","25,800","26,200","25,800","5,594,544,075,000","0.31","213,940,500","58,285,808","27.24",
54,006800,미래에셋대우,"8,080","-30","-0.4","859,349","6,920,931,880","8,110","8,120","8,020","5,319,196,576,640","0.29","658,316,408","78,401,680","11.91",
55,097950,CJ제일제당,"343,500","-3,500","-1.0","24,760","8,502,167,500","344,000","346,500","340,500","5,170,769,391,000","0.29","15,053,186","3,210,822","21.33",
56,035760,CJ ENM,"235,100","-6,900","-2.8","67,011","15,847,965,200","242,000","242,000","234,600","5,154,892,878,400","0.29","21,926,384","4,585,110","20.91",
57,128940,한미약품,"452,500","0","0.0","28,489","12,863,111,500","451,000","459,000","446,500","5,152,025,177,500","0.29","11,385,691","1,403,038","12.32",
58,086280,현대글로비스,"136,000","3,500","2.6","73,581","9,925,618,500","132,000","136,500","132,000","5,100,000,000,000","0.28","37,500,000","12,398,167","33.06",
59,036460,한국가스공사,"54,100","-400","-0.7","274,745","14,811,392,400","54,500","54,700","53,400","4,994,133,300,000","0.28","92,313,000","12,932,643","14.01",
60,078930,GS,"53,400","0","0.0","90,933","4,844,073,600","52,900","53,800","52,900","4,961,681,185,200","0.27","92,915,378","18,721,603","20.15",
61,271560,오리온,"123,500","500","0.4","140,108","17,172,571,000","123,500","125,500","121,000","4,882,387,373,500","0.27","39,533,501","16,368,837","41.40",
62,005830,DB손해보험,"68,100","100","0.2","169,080","11,501,007,000","67,400","68,700","66,600","4,821,480,000,000","0.27","70,800,000","33,016,022","46.63",
63,008930,한미사이언스,"75,500","800","1.1","92,459","6,928,213,100","74,100","75,600","73,600","4,794,194,658,500","0.27","63,499,267","2,669,869","4.20",
64,088350,한화생명,"5,150","-100","-1.9","1,270,828","6,539,941,590","5,250","5,260","5,100","4,472,929,500,000","0.25","868,530,000","154,727,282","17.81",
65,001040,CJ,"145,000","1,500","1.0","63,103","9,129,168,000","142,500","145,500","142,000","4,230,664,710,000","0.23","29,176,998","5,608,033","19.22",
66,010140,삼성중공업,"6,590","-30","-0.4","1,584,265","10,386,767,050","6,610","6,630","6,490","4,151,700,000,000","0.23","630,000,000","105,231,578","16.70",
67,086900,메디톡스,"730,000","6,000","0.8","19,093","13,801,574,100","724,000","730,000","717,000","4,129,270,550,000","0.23","5,656,535","2,899,381","51.26",
68,215600,신라젠,"59,000","500","0.8","1,533,578","89,483,261,500","59,300","59,700","56,400","4,104,159,947,000","0.23","69,562,033","5,734,796","8.24",
69,008770,호텔신라,"104,000","-500","-0.5","343,270","35,757,676,500","105,500","106,500","102,000","4,081,804,584,000","0.23","39,248,121","13,558,685","34.55",
70,029780,삼성카드,"34,800","-450","-1.3","92,188","3,206,486,900","34,850","35,050","34,600","4,031,889,406,800","0.22","115,858,891","14,697,418","12.69",
71,151910,나노스,"8,160","-310","-3.7","245,795","2,014,756,580","8,100","8,500","8,030","4,005,237,916,800","0.22","490,837,980","243,629","0.05",
72,071050,한국금융지주,"70,000","100","0.1","181,872","12,565,380,700","69,300","70,200","68,300","3,900,819,440,000","0.22","55,725,992","20,052,630","35.98",
73,011070,LG이노텍,"157,000","-500","-0.3","140,574","21,971,748,000","157,500","159,500","154,500","3,715,735,799,000","0.21","23,667,107","6,393,990","27.02",
