순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"45,600","700","1.6","11,602,464","529,092,247,400","45,500","46,100","45,200","292,721,206,320,000","16.26","6,419,324,700","3,368,989,015","52.48",2319
2,000660,SK하이닉스,"87,600","2,300","2.7","2,127,205","183,951,205,200","85,300","87,600","85,300","63,773,007,174,000","3.54","728,002,365","368,702,921","50.65",
3,068270,셀트리온,"284,000","-5,500","-1.9","440,396","126,393,397,000","289,000","291,500","284,000","35,612,436,452,000","1.98","125,395,903","27,591,268","22.00",
4,005935,삼성전자우,"36,500","150","0.4","1,090,331","39,917,511,150","36,500","36,950","36,350","32,982,458,500,000","1.83","903,629,000","758,824,604","83.98",
5,207940,삼성바이오로직스,"427,000","17,000","4.2","230,626","98,437,817,500","416,500","434,500","416,500","28,252,455,000,000","1.57","66,165,000","6,385,141","9.65",
6,005380,현대차,"124,500","1,000","0.8","303,024","37,698,783,204","124,000","125,000","122,500","27,424,421,635,500","1.52","220,276,479","98,064,388","44.52",
7,005490,POSCO,"305,000","-7,500","-2.4","248,095","75,059,210,500","308,000","308,000","297,500","26,591,984,675,000","1.48","87,186,835","50,229,447","57.61",
8,035420,NAVER,"755,000","6,000","0.8","94,376","71,414,590,000","749,000","779,000","748,000","24,886,822,645,000","1.38","32,962,679","19,594,715","59.45",
9,105560,KB금융,"55,200","1,000","1.8","1,141,287","63,029,689,900","54,100","55,600","54,000","23,079,756,842,400","1.28","418,111,537","290,667,221","69.52",
10,051910,LG화학,"322,500","500","0.2","308,046","99,765,576,500","321,000","329,500","315,000","22,766,030,617,500","1.26","70,592,343","26,653,984","37.76",
11,028260,삼성물산,"119,000","3,000","2.6","396,897","46,808,812,500","115,500","119,500","115,000","22,573,115,117,000","1.25","189,690,043","21,281,906","11.22",
12,055550,신한지주,"44,600","700","1.6","768,318","34,217,222,150","43,850","44,850","43,750","21,149,301,580,200","1.18","474,199,587","329,950,168","69.58",
13,051900,LG생활건강,"1,341,000","-9,000","-0.7","23,936","32,162,130,000","1,350,000","1,360,000","1,331,000","20,944,002,177,000","1.16","15,618,197","7,259,878","46.48",
14,012330,현대모비스,"206,000","500","0.2","99,131","20,464,914,000","207,500","208,500","204,500","20,052,835,778,000","1.11","97,343,863","47,150,710","48.44",
15,015760,한국전력,"31,100","-400","-1.3","1,613,817","49,914,420,250","31,500","31,550","30,700","19,965,082,794,700","1.11","641,964,077","183,675,745","28.61",
16,032830,삼성생명,"98,500","600","0.6","187,386","18,416,207,278","97,500","99,400","96,500","19,700,000,000,000","1.09","200,000,000","32,236,973","16.12",
17,017670,SK텔레콤,"228,500","1,000","0.4","102,864","23,425,190,500","227,500","229,500","226,000","18,450,394,963,500","1.03","80,745,711","33,460,480","41.44",
18,034730,SK,"261,000","4,000","1.6","92,580","24,073,582,500","254,500","262,500","254,000","18,364,037,517,000","1.02","70,360,297","17,771,393","25.26",
19,096770,SK이노베이션,"193,500","500","0.3","174,824","33,612,483,500","192,000","194,000","190,000","17,892,086,634,000","0.99","92,465,564","37,092,529","40.11",
20,090430,아모레퍼시픽,"292,500","500","0.2","111,722","32,737,166,500","288,000","296,000","288,000","17,099,108,325,000","0.95","58,458,490","20,380,287","34.86",
21,006400,삼성SDI,"232,500","1,500","0.6","420,448","98,249,391,500","230,500","237,500","229,500","15,987,753,225,000","0.89","68,764,530","26,955,712","39.20",
22,018260,삼성에스디에스,"201,500","8,000","4.1","140,713","28,267,731,000","194,000","203,000","194,000","15,591,626,700,000","0.87","77,377,800","9,208,990","11.90",
23,033780,KT&G,"108,000","500","0.5","315,485","34,043,950,500","107,000","109,000","106,500","14,827,589,676,000","0.82","137,292,497","73,568,079","53.58",
24,091990,셀트리온헬스케어,"102,200","-1,900","-1.8","438,738","45,172,200,300","103,500","104,700","101,800","14,360,758,092,800","0.80","140,516,224","46,728,689","33.26",
25,251270,넷마블,"160,500","4,500","2.9","240,017","38,221,010,500","156,000","160,500","156,000","13,673,601,529,500","0.76","85,193,779","22,151,697","26.00",
26,086790,하나금융지주,"43,750","1,100","2.6","907,465","39,530,215,650","42,650","44,100","42,500","13,135,590,212,500","0.73","300,242,062","214,498,437","71.44",
27,000810,삼성화재,"275,500","1,000","0.4","42,091","11,567,140,500","272,500","277,000","271,000","13,051,767,593,500","0.73","47,374,837","24,023,517","50.71",
28,000270,기아차,"31,400","350","1.1","579,067","18,054,999,450","30,900","31,400","30,800","12,728,409,095,800","0.71","405,363,347","158,955,306","39.21",
29,066570,LG전자,"77,700","2,000","2.6","799,335","61,584,790,900","75,100","78,100","75,100","12,715,435,147,800","0.71","163,647,814","58,513,740","35.76",
30,003550,LG,"70,400","1,400","2.0","193,682","13,584,269,100","69,000","70,800","68,400","12,148,022,022,400","0.67","172,557,131","59,024,544","34.21",
31,010950,S-Oil,"105,500","0","0.0","118,452","12,510,755,000","105,500","106,500","105,000","11,877,484,556,000","0.66","112,582,792","85,992,825","76.38",
32,011170,롯데케미칼,"340,000","10,000","3.0","101,730","34,394,363,500","332,000","342,000","330,500","11,653,642,460,000","0.65","34,275,419","10,921,260","31.86",
33,009150,삼성전기,"155,000","6,500","4.4","897,046","139,310,121,500","153,000","158,000","152,000","11,577,522,880,000","0.64","74,693,696","22,492,200","30.11",
34,000030,우리은행,"17,000","250","1.5","2,624,688","44,868,760,950","16,750","17,250","16,700","11,492,000,000,000","0.64","676,000,000","173,467,355","25.66",
35,024110,기업은행,"16,050","300","1.9","527,706","8,441,214,800","15,750","16,150","15,750","8,987,659,980,750","0.50","559,978,815","134,610,726","24.04",
36,035720,카카오,"117,500","3,000","2.6","394,098","46,026,793,000","114,500","117,500","114,500","8,963,560,585,000","0.50","76,285,622","18,733,953","24.56",
37,002790,아모레G,"108,500","-2,500","-2.2","84,844","9,281,393,000","111,000","111,500","107,500","8,946,712,530,000","0.50","82,458,180","16,793,719","20.37",
38,036570,엔씨소프트,"377,000","8,000","2.2","136,359","51,401,295,250","374,500","380,000","370,000","8,271,011,294,000","0.46","21,939,022","10,854,194","49.47",
39,030200,KT,"27,700","150","0.5","303,053","8,398,685,370","27,350","27,700","27,300","7,232,797,081,600","0.40","261,111,808","127,942,707","49.00",
40,009540,현대중공업,"101,500","-3,000","-2.9","342,265","34,762,741,500","104,500","104,500","100,000","7,020,290,739,000","0.39","69,165,426","11,069,697","16.00",
41,010130,고려아연,"371,500","1,500","0.4","17,712","6,631,605,000","368,000","379,500","368,000","7,010,205,000,000","0.39","18,870,000","4,631,990","24.55",
42,139480,이마트,"242,000","-3,500","-1.4","55,008","13,312,464,500","243,500","246,000","240,000","6,745,948,198,000","0.37","27,875,819","13,625,937","48.88",
43,034220,LG디스플레이,"18,850","850","4.7","2,976,090","55,529,345,350","18,150","19,000","18,050","6,744,825,945,000","0.37","357,815,700","87,621,098","24.49",
44,021240,코웨이,"91,300","4,100","4.7","182,186","16,447,193,600","88,300","91,400","88,000","6,737,905,214,700","0.37","73,799,619","44,303,903","60.03",
45,004020,현대제철,"48,200","-2,300","-4.6","833,563","40,219,151,300","49,400","49,400","47,500","6,432,086,837,000","0.36","133,445,785","31,950,282","23.94",
46,004990,롯데지주,"52,900","1,000","1.9","103,066","5,416,573,100","51,900","53,100","51,900","6,166,353,937,300","0.34","116,566,237","14,596,347","12.52",
47,032640,LG유플러스,"14,050","400","2.9","1,263,459","17,518,471,200","13,700","14,100","13,500","6,134,389,622,050","0.34","436,611,361","156,554,293","35.86",
48,023530,롯데쇼핑,"211,500","-3,000","-1.4","38,029","8,058,108,500","213,500","215,000","210,500","5,947,812,940,500","0.33","28,122,047","5,695,422","20.25",
49,271560,오리온,"149,000","3,500","2.4","74,097","11,044,940,000","144,500","150,500","144,500","5,890,491,649,000","0.33","39,533,501","16,374,257","41.42",
