순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"51,800","1,800","3.6","17,095,490","878,626,895,925","50,600","52,000","50,400","332,521,019,460,000","17.13","6,419,324,700","3,383,011,852","52.70",2310
2,000660,SK하이닉스,"95,300","6,200","7.0","10,378,915","970,733,836,900","91,900","95,500","91,500","69,378,625,384,500","3.57","728,002,365","370,652,086","50.91",
3,005935,삼성전자우,"40,800","1,050","2.6","1,946,233","79,671,112,432","40,350","41,250","40,250","36,868,063,200,000","1.90","903,629,000","838,310,340","92.77",
4,068270,셀트리온,"257,500","-12,500","-4.6","997,007","260,786,471,000","270,000","271,500","256,500","32,289,445,022,500","1.66","125,395,903","27,081,086","21.60",
5,005380,현대차,"144,500","-4,500","-3.0","1,062,994","155,062,144,000","147,000","148,500","144,000","31,829,951,215,500","1.64","220,276,479","100,816,624","45.77",
6,005490,POSCO,"352,500","-8,500","-2.4","253,857","89,413,436,838","355,000","358,000","350,000","30,733,359,337,500","1.58","87,186,835","50,309,704","57.70",
7,207940,삼성바이오로직스,"399,500","-10,500","-2.6","213,317","85,554,837,000","407,500","413,500","395,000","26,432,917,500,000","1.36","66,165,000","6,432,596","9.72",
8,028260,삼성물산,"130,000","0","0.0","328,486","42,529,113,000","129,500","130,500","128,500","24,659,705,590,000","1.27","189,690,043","20,935,656","11.04",
9,051910,LG화학,"343,500","5,000","1.5","491,113","169,686,115,853","340,000","352,500","339,500","24,248,469,820,500","1.25","70,592,343","27,888,594","39.51",
10,012330,현대모비스,"247,000","5,500","2.3","523,019","129,360,313,500","248,500","250,000","244,000","24,043,934,161,000","1.24","97,343,863","46,605,975","47.88",
11,105560,KB금융,"55,400","-500","-0.9","1,057,821","58,574,800,156","55,000","55,900","55,000","23,163,379,149,800","1.19","418,111,537","291,497,562","69.72",
12,015760,한국전력,"36,000","300","0.8","1,238,308","44,570,035,050","35,350","36,350","35,300","23,110,706,772,000","1.19","641,964,077","190,828,423","29.73",
13,035420,NAVER,"684,000","2,000","0.3","86,056","58,801,327,000","680,000","688,000","677,000","22,546,472,436,000","1.16","32,962,679","19,594,921","59.45",
14,055550,신한지주,"47,000","-950","-2.0","829,859","38,996,108,150","47,200","47,450","46,800","22,287,380,589,000","1.15","474,199,587","331,752,381","69.96",
15,032830,삼성생명,"110,500","-500","-0.4","179,784","19,807,122,500","110,000","110,500","109,500","22,100,000,000,000","1.14","200,000,000","31,940,588","15.97",
16,034730,SK,"301,500","-2,000","-0.7","78,550","23,607,897,500","300,000","303,000","299,500","21,213,629,545,500","1.09","70,360,297","17,640,055","25.07",
17,051900,LG생활건강,"1,246,000","-18,000","-1.4","26,395","32,697,515,000","1,251,000","1,251,000","1,231,000","19,460,273,462,000","1.00","15,618,197","7,255,677","46.46",
18,090430,아모레퍼시픽,"328,500","-1,000","-0.3","102,401","33,532,712,500","324,000","331,500","321,500","19,203,613,965,000","0.99","58,458,490","19,822,417","33.91",
19,096770,SK이노베이션,"205,000","-2,000","-1.0","251,734","51,676,562,870","204,500","207,500","204,500","18,955,440,620,000","0.98","92,465,564","38,554,646","41.70",
20,017670,SK텔레콤,"224,500","2,000","0.9","263,785","59,033,271,840","223,500","225,000","222,500","18,127,412,119,500","0.93","80,745,711","32,956,896","40.82",
21,018260,삼성에스디에스,"219,000","-4,500","-2.0","91,305","20,042,880,500","220,000","222,500","218,500","16,945,738,200,000","0.87","77,377,800","9,003,797","11.64",
22,066570,LG전자,"98,700","0","0.0","615,723","60,841,574,300","98,200","99,300","98,100","16,152,039,241,800","0.83","163,647,814","57,582,718","35.19",
23,006400,삼성SDI,"204,500","6,500","3.3","660,136","136,351,238,000","205,500","210,000","204,000","14,062,346,385,000","0.72","68,764,530","27,584,182","40.11",
24,033780,KT&G,"100,000","400","0.4","264,719","26,350,785,600","98,900","100,500","98,500","13,729,249,700,000","0.71","137,292,497","73,284,379","53.38",
25,000270,기아차,"33,650","-300","-0.9","877,839","29,717,924,150","33,850","34,150","33,650","13,640,476,626,550","0.70","405,363,347","156,072,687","38.50",
26,003550,LG,"77,400","-1,500","-1.9","340,815","26,313,519,300","76,700","77,800","76,600","13,355,921,939,400","0.69","172,557,131","58,144,716","33.70",
27,086790,하나금융지주,"44,200","-1,000","-2.2","810,858","35,876,861,390","44,400","44,700","44,000","13,270,699,140,400","0.68","300,242,062","216,397,462","72.07",
28,011170,롯데케미칼,"377,500","-14,000","-3.6","168,349","63,912,897,000","390,000","390,000","376,000","12,938,970,672,500","0.67","34,275,419","11,218,178","32.73",
29,091990,셀트리온헬스케어,"90,300","-2,300","-2.5","808,858","73,170,531,900","92,800","93,000","89,200","12,688,615,027,200","0.65","140,516,224","45,880,418","32.65",
30,010950,S-Oil,"112,500","500","0.4","257,506","28,629,624,000","110,500","112,500","109,000","12,665,564,100,000","0.65","112,582,792","86,417,585","76.76",
31,000810,삼성화재,"262,000","-3,000","-1.1","73,586","19,339,598,500","263,500","265,000","262,000","12,412,207,294,000","0.64","47,374,837","24,267,400","51.22",
32,251270,넷마블,"145,500","4,000","2.8","344,285","49,757,660,000","141,500","146,500","141,500","12,391,282,557,000","0.64","85,163,454","22,120,655","25.97",
33,000030,우리은행,"15,800","50","0.3","1,693,145","26,745,240,700","15,750","15,900","15,650","10,680,800,000,000","0.55","676,000,000","176,890,718","26.17",
34,002790,아모레G,"128,000","-2,000","-1.5","59,628","7,639,442,000","127,500","129,500","126,500","10,554,647,040,000","0.54","82,458,180","16,880,895","20.47",
35,009150,삼성전기,"128,000","2,500","2.0","817,172","104,589,484,500","126,500","129,000","126,000","9,560,793,088,000","0.49","74,693,696","19,788,383","26.49",
36,024110,기업은행,"16,400","0","0.0","709,898","11,679,253,350","16,400","16,600","16,350","9,183,652,566,000","0.47","559,978,815","134,082,805","23.94",
37,009540,현대중공업,"126,500","-1,500","-1.2","175,137","22,157,542,500","127,000","128,000","124,500","8,749,426,389,000","0.45","69,165,426","11,501,083","16.63",
38,035720,카카오,"112,500","-1,000","-0.9","285,620","32,258,303,500","113,000","114,500","112,500","8,581,513,725,000","0.44","76,280,122","17,959,797","23.54",
39,004020,현대제철,"62,400","-1,500","-2.4","1,085,229","67,713,903,700","62,100","63,400","61,000","8,327,016,984,000","0.43","133,445,785","32,782,055","24.57",
40,034220,LG디스플레이,"22,700","200","0.9","2,035,863","46,303,466,950","22,350","23,000","22,350","8,122,416,390,000","0.42","357,815,700","92,241,895","25.78",
41,010130,고려아연,"429,500","-9,000","-2.0","39,409","16,984,880,065","433,000","434,500","428,000","8,104,665,000,000","0.42","18,870,000","4,778,452","25.32",
42,036570,엔씨소프트,"352,000","-2,000","-0.6","113,362","40,138,371,000","352,500","357,500","351,500","7,722,535,744,000","0.40","21,939,022","10,701,152","48.78",
43,000720,현대건설,"68,900","-1,000","-1.4","5,318,823","366,145,130,600","68,300","70,400","65,700","7,672,412,208,500","0.40","111,355,765","21,904,059","19.67",
44,139480,이마트,"266,000","-11,000","-4.0","76,813","20,637,895,528","270,500","273,000","266,000","7,414,967,854,000","0.38","27,875,819","13,609,631","48.82",
45,030200,KT,"27,250","-100","-0.4","390,754","10,656,684,508","27,300","27,350","27,200","7,115,296,768,000","0.37","261,111,808","127,944,785","49.00",
46,004990,롯데지주,"59,000","-800","-1.3","160,704","9,515,931,200","59,700","59,700","59,000","6,704,518,926,000","0.35","113,635,914","14,066,100","12.38",
47,267250,현대중공업지주,"409,500","-14,000","-3.3","58,888","24,207,876,000","415,000","423,500","409,000","6,669,369,661,500","0.34","16,286,617","3,536,566","21.71",
