순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"46,500","-400","-0.8","5,723,035","266,137,814,450","46,550","46,800","46,350","298,498,598,550,000","16.62","6,419,324,700","3,369,380,476","52.49",2326
2,000660,SK하이닉스,"85,900","-200","-0.2","2,301,941","197,795,962,600","86,200","86,400","85,100","62,535,403,153,500","3.48","728,002,365","372,034,441","51.10",
3,005935,삼성전자우,"38,350","550","1.5","839,274","31,922,860,415","37,500","38,350","37,450","34,654,172,150,000","1.93","903,629,000","759,325,504","84.03",
4,068270,셀트리온,"258,000","1,500","0.6","551,446","140,863,050,500","254,000","260,500","249,500","32,352,142,974,000","1.80","125,395,903","27,820,063","22.19",
5,005380,현대차,"130,500","1,000","0.8","179,748","23,452,947,000","129,000","131,000","128,500","28,746,080,509,500","1.60","220,276,479","97,798,915","44.40",
6,005490,POSCO,"328,500","-500","-0.2","163,801","53,401,903,916","324,000","329,000","322,000","28,640,875,297,500","1.59","87,186,835","50,174,991","57.55",
7,051910,LG화학,"377,000","2,500","0.7","247,627","93,412,613,500","375,500","380,500","370,500","26,613,313,311,000","1.48","70,592,343","26,551,309","37.61",
8,207940,삼성바이오로직스,"371,000","-3,500","-0.9","134,985","49,941,184,500","371,000","378,000","365,500","24,547,215,000,000","1.37","66,165,000","6,416,389","9.70",
9,035420,NAVER,"730,000","-21,000","-2.8","108,666","79,424,125,000","747,000","748,000","726,000","24,062,755,670,000","1.34","32,962,679","19,831,359","60.16",
10,028260,삼성물산,"124,000","1,000","0.8","144,368","17,843,989,000","122,500","124,000","122,500","23,521,565,332,000","1.31","189,690,043","21,568,417","11.37",
11,105560,KB금융,"53,900","300","0.6","504,022","27,176,927,100","53,900","54,300","53,400","22,536,211,844,300","1.25","418,111,537","290,129,952","69.39",
12,012330,현대모비스,"229,500","1,500","0.7","112,845","25,798,498,200","228,500","230,000","226,000","22,340,416,558,500","1.24","97,343,863","47,291,559","48.58",
13,015760,한국전력,"32,900","400","1.2","650,394","21,366,328,213","32,500","33,100","32,500","21,120,618,133,300","1.18","641,964,077","182,610,318","28.45",
14,055550,신한지주,"43,600","-150","-0.3","836,530","36,676,786,550","43,750","44,250","43,600","20,675,101,993,200","1.15","474,199,587","329,434,418","69.47",
15,017670,SK텔레콤,"245,000","3,000","1.2","240,642","59,121,749,500","241,000","247,500","240,500","19,782,699,195,000","1.10","80,745,711","33,627,377","41.65",
16,051900,LG생활건강,"1,237,000","-24,000","-1.9","28,006","34,868,840,000","1,247,000","1,263,000","1,236,000","19,319,709,689,000","1.08","15,618,197","7,256,326","46.46",
17,032830,삼성생명,"96,000","300","0.3","148,128","14,224,087,000","95,500","96,300","95,500","19,200,000,000,000","1.07","200,000,000","32,113,088","16.06",
18,096770,SK이노베이션,"204,000","5,500","2.8","291,230","59,552,164,000","197,500","206,500","197,500","18,862,975,056,000","1.05","92,465,564","37,309,582","40.35",
19,034730,SK,"263,500","-4,000","-1.5","65,561","17,240,642,000","265,500","265,500","260,000","18,539,938,259,500","1.03","70,360,297","17,775,685","25.26",
20,018260,삼성에스디에스,"207,000","-1,000","-0.5","88,551","18,376,535,500","208,500","213,000","205,500","16,017,204,600,000","0.89","77,377,800","9,202,729","11.89",
21,006400,삼성SDI,"228,000","-6,500","-2.8","621,510","143,111,392,756","237,000","240,500","225,000","15,678,312,840,000","0.87","68,764,530","26,361,409","38.34",
22,090430,아모레퍼시픽,"265,000","1,000","0.4","123,746","32,768,712,000","264,000","267,500","261,000","15,491,499,850,000","0.86","58,458,490","20,320,044","34.76",
23,033780,KT&G,"109,500","2,000","1.9","145,719","15,854,075,000","107,500","109,500","107,000","15,033,528,421,500","0.84","137,292,497","74,041,461","53.93",
24,086790,하나금융지주,"45,050","-350","-0.8","963,493","43,380,871,250","44,550","45,550","44,350","13,525,904,893,100","0.75","300,242,062","214,476,797","71.43",
25,010950,S-Oil,"117,000","4,000","3.5","292,867","34,024,151,000","112,500","117,000","112,500","13,172,186,664,000","0.73","112,582,792","86,404,428","76.75",
26,003550,LG,"76,100","1,300","1.7","171,258","12,946,468,572","74,800","76,100","74,100","13,131,597,669,100","0.73","172,557,131","58,694,064","34.01",
27,000810,삼성화재,"275,000","4,500","1.7","44,774","12,254,974,500","269,500","275,000","269,500","13,028,080,175,000","0.73","47,374,837","23,983,556","50.63",
28,000270,기아차,"31,700","-250","-0.8","411,187","13,049,473,450","31,650","32,000","31,550","12,850,018,099,900","0.72","405,363,347","159,897,222","39.45",
29,066570,LG전자,"75,200","-800","-1.0","997,710","75,253,496,092","76,300","76,400","74,800","12,306,315,612,800","0.69","163,647,814","55,770,328","34.08",
30,011170,롯데케미칼,"354,000","1,500","0.4","74,641","26,113,413,500","350,000","354,500","346,000","12,133,498,326,000","0.68","34,275,419","10,899,940","31.80",
31,251270,넷마블,"141,000","-5,500","-3.8","252,571","35,840,654,500","144,500","146,000","140,500","12,014,633,547,000","0.67","85,210,167","22,317,927","26.19",
32,091990,셀트리온헬스케어,"84,900","300","0.4","596,958","50,538,148,900","83,500","86,600","82,600","11,929,827,417,600","0.66","140,516,224","46,143,234","32.84",
33,009150,삼성전기,"153,000","-10,000","-6.1","1,060,421","166,507,223,000","163,500","164,000","152,500","11,428,135,488,000","0.64","74,693,696","22,941,372","30.71",
34,000030,우리은행,"16,800","-50","-0.3","950,217","15,981,265,350","16,800","16,900","16,700","11,356,800,000,000","0.63","676,000,000","180,174,390","26.65",
35,035720,카카오,"116,500","-3,000","-2.5","308,410","36,189,058,000","118,500","119,000","116,000","8,887,274,963,000","0.49","76,285,622","18,939,329","24.83",
36,024110,기업은행,"15,650","50","0.3","509,398","7,985,243,350","15,550","15,750","15,450","8,763,668,454,750","0.49","559,978,815","134,288,926","23.98",
37,036570,엔씨소프트,"387,500","1,000","0.3","33,380","12,932,311,500","385,000","391,000","383,000","8,501,371,025,000","0.47","21,939,022","11,017,523","50.22",
38,002790,아모레G,"96,400","-2,000","-2.0","182,373","17,593,803,900","98,200","98,200","96,000","7,948,968,552,000","0.44","82,458,180","16,900,882","20.50",
39,010130,고려아연,"404,500","8,500","2.2","39,500","15,876,678,000","401,500","407,000","393,500","7,632,915,000,000","0.42","18,870,000","4,572,164","24.23",
40,034220,LG디스플레이,"21,250","-50","-0.2","846,893","18,057,460,150","21,200","21,600","21,100","7,603,583,625,000","0.42","357,815,700","87,856,581","24.55",
41,009540,현대중공업,"107,500","1,500","1.4","154,262","16,470,613,810","105,000","108,000","104,500","7,435,283,295,000","0.41","69,165,426","10,738,626","15.53",
42,030200,KT,"28,050","-100","-0.4","390,664","11,004,009,000","28,050","28,350","28,050","7,324,186,214,400","0.41","261,111,808","127,944,786","49.00",
43,004020,현대제철,"53,800","2,500","4.9","630,285","33,579,802,600","51,500","54,100","51,500","7,179,383,233,000","0.40","133,445,785","32,079,915","24.04",
44,021240,코웨이,"94,300","1,700","1.8","112,148","10,426,194,700","92,100","94,400","90,900","6,959,304,071,700","0.39","73,799,619","44,406,322","60.17",
45,032640,LG유플러스,"15,500","100","0.6","1,972,758","30,816,331,400","15,400","15,800","15,250","6,767,476,095,500","0.38","436,611,361","159,418,624","36.51",
46,000720,현대건설,"58,800","2,800","5.0","1,620,963","94,534,478,100","56,300","59,100","56,200","6,547,718,982,000","0.36","111,355,765","23,836,535","21.41",
